total in seconds,datetime(utc),channels,ArcusPotentialDronePlots_timestamp,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotsPlot_timestamp,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,ArcusTracks_timestamp,ArcusTracksTrack_id,ArcusTracksTrack_Timestamp,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Altitude,ArcusTracksTrackVelocity_Azimuth,ArcusTracksTrackVelocity_Elevation,ArcusTracksTrackVelocity_Speed,ArcusTracksTrack_Classification,ArcusTracksTrack_Reflection,ArcusTracksTrack_Score,ArcusTracksTrack_Alarm,ArcusSystemStatus_timestamp,ArcusSystemStatus_Name,ArcusSystemStatus_Version,ArcusSystemStatus_OperationalState,ArcusSystemStatusSensor_Name,ArcusSystemStatusSensor_Version,ArcusSystemStatusSensor_OperationalState,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatus_SensorType,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,SystemStatusSensorStatus_Messages
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:20:01.189Z,51.52258263,5.86949956,27.58047351,298.19235229,-41.24945831,9.52707481,UNKNOWN,-31.6472168,0.55485582,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:19:58.090Z,51.52734957,5.86037117,98.88444707,292.55361938,-0.14977255,15.39513397,UNKNOWN,-32.13529205,0.29165062,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:19:57.953Z,51.52197628,5.86728173,91.47501803,53.78004074,-11.06968689,5.99535704,UNKNOWN,-34.98685074,0.00206452,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:20:02.442Z,51.52284074,5.87073106,46.5758134,245.43470764,-18.42425919,5.70002556,UNKNOWN,-37.09712219,0.58654714,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:20:02.147Z,51.52342683,5.86746986,161.88256096,71.19334412,-18.72962379,8.96580124,OTHER,-35.13324738,0.60258734,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:19:56.301Z,51.53043891,5.8653434,36.91310731,77.82470703,-1.22773421,19.69213676,UNKNOWN,-23.9185791,0.11753199,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:20:01.979Z,51.52402181,5.8624513,52.07506339,293.73477173,7.59898901,8.63545227,UNKNOWN,-24.89767456,0.50081569,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:19:59.844Z,51.52094096,5.87990409,30.74131063,249.64433289,0.06083969,6.40861273,UNKNOWN,-24.12034988,0.38707262,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:20:02.456Z,51.528958,5.87259556,61.66663910000001,152.23826599,-32.01426697,5.23135996,UNKNOWN,-31.55557632,0.05317948,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:19:58.899Z,51.5223128,5.8644568,50.14312669,23.18449402,-10.13335419,19.38971329,UNKNOWN,-38.32487488,0.11682333,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:20:02.147Z,51.52230559,5.86920507,49.94759773,83.6783905,13.88058758,8.54076958,UNKNOWN,-37.66997147,0.00388817,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:20:01.995Z,51.52381242,5.86438733,40.80348742,64.24958038,-6.00533915,20.86209106,UNKNOWN,-31.01682663,0.04366831,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:20:01.857Z,51.52125111,5.8683011,74.72368335,12.1235981,-18.64881325,4.35325623,UNKNOWN,-31.67246246,0.06555814,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:20:01.962Z,51.52337427,5.86314469,40.89311484,112.13237,0.92931688,8.04296303,UNKNOWN,-32.20295715,0.05228198,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:20:01.206Z,51.52331711,5.86907482,89.09409255,81.88223267,-4.41162348,6.49112225,UNKNOWN,-29.34755707,0.06498992,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:20:01.050Z,51.52328985,5.86492487,143.68505328,73.28079224,-5.78538084,6.74551344,UNKNOWN,-35.10346603,0.09675004,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:20:00.499Z,51.52234399,5.87127231,65.24154718,216.35502625,-43.21944427,9.55524063,UNKNOWN,-33.62247467,0.1660251,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:20:02.239Z,51.52290652,5.86977446,31.48295951,42.59217453,-3.97652388,5.74913549,UNKNOWN,-29.99069977,0.48712721,False,,,,,,,,,,,,,,,,,
1601382002,2020-09-29 12:20:02,,,,,,,,,,,2020-09-29T12:20:01.559Z,51.52423832,5.87398828,132.06938018,268.02459717,-9.23976898,5.8455348,UNKNOWN,-35.37237549,0.06479745,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:59.866Z,51.52272426,5.85762897,71.38608463,232.86026001,7.46786547,13.85742092,OTHER,-22.95081711,0.81053185,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:01.189Z,51.52196404,5.87011969,30.71073225,136.94030762,0.29474932,7.50995922,UNKNOWN,-37.95474243,0.41200644,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:55.989Z,51.52577753,5.85382875,126.29883564,349.72894287,0.23907374,16.72266197,UNKNOWN,-23.27734375,0.45889595,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:03.282Z,51.52913916,5.86754309,43.30419466,73.05062103,-3.05003333,9.70332336,UNKNOWN,-26.06066895,0.52562428,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:01.905Z,51.52037803,5.8816334,44.02980763,226.06809998,-1.95402443,17.84750175,OTHER,-34.47132492,0.84835005,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,2020-09-29T12:20:03.731Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:02.909Z,51.52268358,5.85704731,77.55259368,262.70120239,9.56076431,10.64910698,OTHER,-22.38455963,0.8088944,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,2020-09-29T12:20:03.780Z,,2020-09-29T12:20:02.927Z,51.52233677,5.86365783,30.59391298,63.47824478,-1.74960673,15.1538372,VEHICLE,5.8816185,0.9842757,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14159274,0.0,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,,,,,,,,,,,,2020-09-29T12:20:03.844Z,Iris,20.10.0 (trunk 32309),operational,GPS,20.10.0 (trunk 32309),operational,51.52149,5.87059167,30.0,-155.61763,0.0,3DSearchRadar,0.78539819,2.3561945,35.0,Radar runningData connection OKControl connection OKConstructing
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:58.144Z,51.52304488,5.86909664,67.11831713,236.21391296,-47.07118988,8.16707897,UNKNOWN,-33.36431122,0.33113414,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:02.789Z,51.5179004,5.85423466,62.83243867,222.0246582,9.33268547,4.90839624,OTHER,-15.28689575,0.93826741,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:03.347Z,51.53263689,5.87076331,92.80707394,66.36856079,-3.51275897,12.93825245,OTHER,-22.87535477,0.83989632,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:01.428Z,51.5233289,5.87080562,126.49911773,260.46365356,17.79689217,9.37373829,UNKNOWN,-34.195831299999995,0.58826792,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:55.398Z,51.52271478,5.87073268,33.77316351,45.45094299,-10.97128582,7.17753172,UNKNOWN,-37.72609711,0.04326661,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:58.169Z,51.52229719,5.86994469,84.51481998,42.55959702,-3.38786936,10.34361839,UNKNOWN,-31.74141693,0.35329217,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:00.005Z,51.52213793,5.86807841,27.30712717,209.7971344,-15.76963806,4.15889978,UNKNOWN,-37.95799637,0.49047476,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:55.020Z,51.52336532,5.86321468,40.61136418,292.04312134,10.48855877,5.01033926,UNKNOWN,-36.34139252,0.0040723,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:59.983Z,51.52023151,5.87827528,60.59711235,212.46562195,-2.09899902,35.52949142,UNKNOWN,-35.77371216,0.57195544,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:02.456Z,51.52227266,5.87078673,65.04073932,336.84402466,-3.56187296,5.72893143,OTHER,-30.60743713,0.77538663,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:03.428Z,51.51965895,5.86998219,124.96099651,142.33522034,-2.21455431,12.05871582,UNKNOWN,-33.91988754,0.583184,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:54.322Z,51.52372047,5.87060573,137.89971001,68.88995361,-1.1795578000000002,7.18822432,UNKNOWN,-35.32546997,0.23251612,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:57.231Z,51.52411824,5.86832564,61.21566717,25.3770237,-58.16027069,11.77475739,UNKNOWN,-38.20857239,0.33383870000000004,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:03.001Z,51.52726733,5.85449073,129.80470718,32.81319809,-0.51344061,25.18945885,UNKNOWN,-26.31955719,0.46012449,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:54.858Z,51.52184271,5.86702101,89.44743841,68.12478638,-18.40538025,6.47591352,UNKNOWN,-36.38143921,0.33298203,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,2020-09-29T12:20:03.645Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:01.559Z,51.52407462,5.87361129,162.64868667,280.94393921,-4.19764423,6.08097076,OTHER,-35.77893066,0.67798883,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:03.450Z,51.51693514,5.86836271,32.74509263,50.19805527,-8.5369854,12.7970438,UNKNOWN,-29.80752563,0.59585577,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:57.527Z,51.52103812,5.87027963,33.04836476,101.20592499,-36.27819061,16.40106773,UNKNOWN,-33.79684448,0.29222125,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:02.442Z,51.52284074,5.87073106,46.5758134,245.43470764,-18.42425919,5.70002556,UNKNOWN,-37.09712219,0.58654714,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:58.090Z,51.52734957,5.86037117,98.88444707,292.55361938,-0.14977255,15.39513397,UNKNOWN,-32.13529205,0.29165062,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:57.953Z,51.52197628,5.86728173,91.47501803,53.78004074,-11.06968689,5.99535704,UNKNOWN,-34.98685074,0.00206452,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:57.258Z,51.52280306,5.86972687,94.82696625,218.25959778,55.94013214,10.02193928,UNKNOWN,-33.34036636,0.04394411,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:59.792Z,51.52132626,5.86950408,79.12047315,272.41049194,26.88557625,2.8568511,UNKNOWN,-35.91022491,0.50435996,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:02.592Z,51.51706082,5.86334938,135.84961926,133.92329407,7.08329868,9.73241997,UNKNOWN,-28.76937485,0.53622389,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:57.967Z,51.52437999,5.85721988,40.65625423,335.34356689,2.57077956,15.05222702,UNKNOWN,5.27268219,0.39246523,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:02.918Z,51.52065183,5.87889023,33.91204027,265.4934082,0.34777582,10.50582409,OTHER,-11.2539978,0.79414988,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:56.301Z,51.53043891,5.8653434,36.91310731,77.82470703,-1.22773421,19.69213676,UNKNOWN,-23.9185791,0.11753199,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:01.189Z,51.52258263,5.86949956,27.58047351,298.19235229,-41.24945831,9.52707481,UNKNOWN,-31.6472168,0.55485582,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:02.147Z,51.52342683,5.86746986,161.88256096,71.19334412,-18.72962379,8.96580124,OTHER,-35.13324738,0.60258734,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:02.918Z,51.52077361,5.87926667,31.59320346,250.02017212,0.43024838,14.42118073,UNKNOWN,-23.89930725,0.43311986,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:01.559Z,51.52423832,5.87398828,132.06938018,268.02459717,-9.23976898,5.8455348,UNKNOWN,-35.37237549,0.06479745,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:03.259Z,51.52293931,5.86980892,30.13907709,36.71713257,-9.44334412,4.75567245,UNKNOWN,-29.96826172,0.58846325,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:57.975Z,51.51834666,5.88471207,59.11541898,155.57020569,13.91958904,11.80872345,UNKNOWN,-34.97449493,0.35599917,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:00.499Z,51.52234399,5.87127231,65.24154718,216.35502625,-43.21944427,9.55524063,UNKNOWN,-33.62247467,0.1660251,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:58.716Z,51.52040214,5.86728801,171.43148794,347.16278076,-43.40365219,7.90268373,UNKNOWN,-31.37670898,0.14060001,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:02.983Z,51.52404392,5.86238649,47.61727082,294.92312622,0.1974975,6.56790257,UNKNOWN,-25.60225677,0.59975308,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:19:58.899Z,51.5223128,5.8644568,50.14312669,23.18449402,-10.13335419,19.38971329,UNKNOWN,-38.32487488,0.11682333,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:02.954Z,51.52013367,5.878198599999998,37.31065186,267.59713745,4.69679785,14.33921432,UNKNOWN,-29.72555542,0.03640432,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:00.353Z,51.52487221,5.86969488,130.83888692,350.63256836,23.98227692,2.30482483,UNKNOWN,-36.46207809,0.00365178,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:03.049Z,51.52230177,5.86929768,51.80572903,90.48668671,15.37298203,7.71668243,UNKNOWN,-37.09121704,0.20299192,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:02.456Z,51.528958,5.87259556,61.66663910000001,152.23826599,-32.01426697,5.23135996,UNKNOWN,-31.55557632,0.05317948,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:02.963Z,51.52335301,5.86322875,43.6355374,112.13243866,4.63589048,6.93133497,UNKNOWN,-32.60929871,0.24168813,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:02.820Z,51.52127606,5.86833445,72.68618177,31.99664116,-24.70610237,4.24504471,UNKNOWN,-31.68802643,0.25228581,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:01.206Z,51.52331711,5.86907482,89.09409255,81.88223267,-4.41162348,6.49112225,UNKNOWN,-29.34755707,0.06498992,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:01.050Z,51.52328985,5.86492487,143.68505328,73.28079224,-5.78538084,6.74551344,UNKNOWN,-35.10346603,0.09675004,False,,,,,,,,,,,,,,,,,
1601382003,2020-09-29 12:20:03,,,,,,,,,,,2020-09-29T12:20:03.001Z,51.52381157,5.8646001,48.22897094,71.66230011,-1.84078002,18.33546829,UNKNOWN,-33.83395386,0.23069406,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,2550.0,-4.30343628,2020-09-29T12:20:04.037Z,4499.16308594,-4.03796344,116.63237089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,2545.0,-3.05799866,2020-09-29T12:20:04.037Z,4600.16650391,-5.62751836,116.63237089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:19:55.398Z,51.52271478,5.87073268,33.77316351,45.45094299,-10.97128582,7.17753172,UNKNOWN,-37.72609711,0.04326661,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,2541.0,-1.74087524,2020-09-29T12:20:04.037Z,4589.82910156,-5.05965174,116.63237089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,2543.0,-3.36116028,2020-09-29T12:20:04.037Z,4607.72900391,-4.91233993,116.63237089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,2544.0,-3.41862488,2020-09-29T12:20:04.037Z,4569.35742188,-4.65353168,116.63237089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,2549.0,-4.74789429,2020-09-29T12:20:04.037Z,4503.87646484,-4.71799116,116.63237089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:20:01.189Z,51.52196404,5.87011969,30.71073225,136.94030762,0.29474932,7.50995922,UNKNOWN,-37.95474243,0.41200644,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:20:04.434Z,51.53269641,5.87139141,101.61968678,73.46260071,0.74865395,19.85339355,OTHER,-23.27209473,0.85064298,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,2572.0,-6.27375793,2020-09-29T12:20:04.037Z,4461.51464844,-3.20901924,116.63237089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,2020-09-29T12:20:04.667Z,2996.0,19.19428253,2020-09-29T12:20:03.980Z,486.10382080000005,0.47741261,-76.50827018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,2020-09-29T12:20:04.727Z,,2020-09-29T12:20:03.980Z,51.52246549,5.86380188,31.87941457,49.87952805,-0.18014213,15.18492126,OTHER,6.04441833,0.98228091,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:20:03.868Z,51.52259249,5.85696921,78.8086773,247.20010376,9.83707428,9.23948956,OTHER,-22.13999557,0.84458911,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:20:03.877Z,51.51990512,5.88141285,48.94336059,202.35258484,1.00757122,22.34206772,OTHER,-34.45282745,0.82190257,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,2551.0,-2.87722778,2020-09-29T12:20:04.037Z,4524.69384766,-5.62751836,116.63237089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,2623.0,-27.32212067,2020-09-29T12:20:04.454Z,731.52148438,10.9675515,-166.86762699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:19:55.989Z,51.52577753,5.85382875,126.29883564,349.72894287,0.23907374,16.72266197,UNKNOWN,-23.27734375,0.45889595,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:19:55.020Z,51.52336532,5.86321468,40.61136418,292.04312134,10.48855877,5.01033926,UNKNOWN,-36.34139252,0.0040723,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:19:54.858Z,51.52184271,5.86702101,89.44743841,68.12478638,-18.40538025,6.47591352,UNKNOWN,-36.38143921,0.33298203,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:20:03.765Z,51.51791846,5.85416297,62.35467685,240.59233093,8.03315735,4.29476452,OTHER,-15.48095703,0.95039904,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,2020-09-29T12:20:04.650Z,2539.0,-3.52836609,2020-09-29T12:20:04.037Z,4617.15234375,-3.40675855,116.63237089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:19:58.144Z,51.52304488,5.86909664,67.11831713,236.21391296,-47.07118988,8.16707897,UNKNOWN,-33.36431122,0.33113414,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:19:58.169Z,51.52229719,5.86994469,84.51481998,42.55959702,-3.38786936,10.34361839,UNKNOWN,-31.74141693,0.35329217,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:20:03.526Z,51.52409673,5.87355812,152.09288469,282.61132813,-23.69998932,3.92908525,OTHER,-35.98050689999999,0.70142519,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:20:03.282Z,51.52913916,5.86754309,43.30419466,73.05062103,-3.05003333,9.70332336,UNKNOWN,-26.06066895,0.52562428,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:19:54.322Z,51.52372047,5.87060573,137.89971001,68.88995361,-1.1795578000000002,7.18822432,UNKNOWN,-35.32546997,0.23251612,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:19:57.231Z,51.52411824,5.86832564,61.21566717,25.3770237,-58.16027069,11.77475739,UNKNOWN,-38.20857239,0.33383870000000004,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:20:01.428Z,51.5233289,5.87080562,126.49911773,260.46365356,17.79689217,9.37373829,UNKNOWN,-34.195831299999995,0.58826792,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:20:02.456Z,51.52227266,5.87078673,65.04073932,336.84402466,-3.56187296,5.72893143,OTHER,-30.60743713,0.77538663,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:19:59.983Z,51.52023151,5.87827528,60.59711235,212.46562195,-2.09899902,35.52949142,UNKNOWN,-35.77371216,0.57195544,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:20:04.454Z,51.51962320000001,5.86994754,140.4624381,175.76895142,34.62262344,9.82807159,OTHER,-33.71639252,0.63511175,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:19:59.866Z,51.52272426,5.85762897,71.38608463,232.86026001,7.46786547,13.85742092,OTHER,-22.95081711,0.81053185,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:20:03.001Z,51.52726733,5.85449073,129.80470718,32.81319809,-0.51344061,25.18945885,UNKNOWN,-26.31955719,0.46012449,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,,,,,,,,,2020-09-29T12:20:00.005Z,51.52213793,5.86807841,27.30712717,209.7971344,-15.76963806,4.15889978,UNKNOWN,-37.95799637,0.49047476,False,,,,,,,,,,,,,,,,,
1601382004,2020-09-29 12:20:04,,,2630.0,-29.67601013,2020-09-29T12:20:04.454Z,853.43597412,-1.20043136,-166.86762699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
