,time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,datetime(local),altitude(m)
824,123869,2020-09-29 12:00:35,51.5245519791382,5.872816574826991,170.55446740000002,159.8261206,93.14304759999999,269.09663033025004,0,25.211879658,3704.9541868,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-2.460634,-0.447388,0.223694,191.0,1.4,-14.6,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,269.09663033025004,170.55446740000002,6,P-GPS,,2020-09-29 14:00:35,82.02065292466021
825,124044,2020-09-29 12:00:35,51.5245519791382,5.872816574826991,170.47244640000002,159.7440996,93.14304759999999,269.01460933025004,0,24.930248912,3704.9541868,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-2.460634,-0.447388,0.223694,190.6,0.7,-10.5,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,269.01460933025004,170.47244640000002,6,P-GPS,,2020-09-29 14:00:35,81.99565292386022
834,125272,2020-09-29 12:00:36,51.52445538922171,5.872787334618749,166.56496596,156.98491316,91.9947536,265.10712889025,0,23.381167962,3682.3491992,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-2.23694,-0.894776,0.223694,209.5,2.6,18.5,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,265.10712889025,166.56496596,6,P-GPS,,2020-09-29 14:00:36,80.80465288574821
829,124669,2020-09-29 12:00:36,51.5245519791382,5.872816574826991,168.3234962,157.5951494,93.14304759999999,266.86565913025004,0,24.554219298000003,3704.9541868,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-2.460634,-0.447388,0.223694,197.9,1.5,10.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,266.86565913025004,168.3234962,6,P-GPS,,2020-09-29 14:00:36,81.34065290290022
830,124869,2020-09-29 12:00:36,51.52445538922171,5.872787334618749,168.3234962,158.74344340000002,91.9947536,266.86565913025004,0,24.554219298000003,3682.3491992,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-2.460634,-0.447388,0.223694,197.9,1.5,10.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,266.86565913025004,168.3234962,6,P-GPS,,2020-09-29 14:00:36,81.34065290290022
831,124870,2020-09-29 12:00:36,51.52445538922171,5.872787334618749,168.3234962,158.74344340000002,91.9947536,266.86565913025004,0,24.554219298000003,3682.3491992,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-2.460634,-0.447388,0.223694,197.9,1.5,10.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,266.86565913025004,168.3234962,6,P-GPS,,2020-09-29 14:00:36,81.34065290290022
832,125072,2020-09-29 12:00:36,51.52445538922171,5.872787334618749,167.03740692,157.45735412,91.9947536,265.57956985025004,0,23.78761996,3682.3491992,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-2.23694,-0.671082,0.223694,205.6,2.6,16.4,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,265.57956985025004,167.03740692,6,P-GPS,,2020-09-29 14:00:36,80.94865289035621
833,125105,2020-09-29 12:00:36,51.52445538922171,5.872787334618749,167.03740692,157.45735412,91.9947536,265.57956985025004,0,23.78761996,3682.3491992,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-2.23694,-0.671082,0.223694,205.6,2.6,16.4,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,265.57956985025004,167.03740692,6,P-GPS,,2020-09-29 14:00:36,80.94865289035621
835,125473,2020-09-29 12:00:36,51.52445538922171,5.872787334618749,166.10564836,156.52559556,91.9947536,264.64781129025,0,23.001782938,3682.3491992,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-2.013246,-1.11847,0.223694,209.5,2.6,18.5,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,264.64781129025,166.10564836,6,P-GPS,,2020-09-29 14:00:36,80.6646528812682
840,126285,2020-09-29 12:00:37,51.524374287015,5.87271576098007,163.08071388,154.28806268,91.207352,261.62287681025003,0,21.7281587796,3654.1011668000006,14,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-1.342164,-1.789552,0.223694,231.0,5.8,10.5,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,261.62287681025003,163.08071388,6,P-GPS,,2020-09-29 14:00:37,79.74265285176422
839,126171,2020-09-29 12:00:37,51.524374287015,5.87271576098007,163.75984776,154.96719656,91.207352,262.30201069025003,0,21.837321451599998,3654.1011668000006,14,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-1.565858,-1.565858,0.223694,227.7,4.9,16.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,262.30201069025003,163.75984776,6,P-GPS,,2020-09-29 14:00:37,79.94965285838822
841,126483,2020-09-29 12:00:37,51.524374287015,5.87271576098007,162.59514956,153.80249836,91.207352,261.13731249025,0,21.772919949000002,3654.1011668000006,14,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,234.3,6.7,8.9,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,261.13731249025,162.59514956,6,P-GPS,,2020-09-29 14:00:37,79.5946528470282
837,125878,2020-09-29 12:00:37,51.524374287015,5.87271576098007,165.23622576,156.44357456,91.207352,263.77838869025004,0,22.61210799,3654.1011668000006,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-1.789552,-1.11847,0.223694,220.2,3.9,18.0,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,263.77838869025004,165.23622576,6,P-GPS,,2020-09-29 14:00:37,80.39965287278821
836,125677,2020-09-29 12:00:37,51.52445538922171,5.872787334618749,165.23622576,155.65617296,91.9947536,263.77838869025004,0,22.61210799,3682.3491992,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-1.789552,-1.11847,0.223694,220.2,3.9,18.0,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,263.77838869025004,165.23622576,6,P-GPS,,2020-09-29 14:00:37,80.39965287278821
838,126078,2020-09-29 12:00:37,51.524374287015,5.87271576098007,163.75984776,154.96719656,91.207352,262.30201069025003,0,21.837321451599998,3654.1011668000006,14,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-1.565858,-1.565858,0.223694,227.7,4.9,16.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,262.30201069025003,163.75984776,6,P-GPS,,2020-09-29 14:00:37,79.94965285838822
842,126683,2020-09-29 12:00:38,51.524374287015,5.87271576098007,162.06037264,153.26772144,91.207352,260.60253557025004,0,21.6651441798,3654.1011668000006,14,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,237.0,7.4,7.8,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,260.60253557025004,162.06037264,6,P-GPS,,2020-09-29 14:00:38,79.43165284181222
843,126887,2020-09-29 12:00:38,51.524326623372204,5.87260142219578,162.06037264,153.10367944,91.371394,260.60253557025004,0,21.6651441798,3623.0316119999998,14,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,237.0,7.4,7.8,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,260.60253557025004,162.06037264,6,P-GPS,,2020-09-29 14:00:38,79.43165284181222
844,127087,2020-09-29 12:00:38,51.524326623372204,5.87260142219578,161.29593692,152.33924372,91.371394,259.83809985025,0,21.3302071536,3623.0316119999998,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.894776,-2.013246,0.223694,242.1,6.7,3.5,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,259.83809985025,161.29593692,6,P-GPS,,2020-09-29 14:00:38,79.1986528343562
845,127236,2020-09-29 12:00:38,51.524326623372204,5.87260142219578,161.29593692,152.33924372,91.371394,259.83809985025,0,21.3302071536,3623.0316119999998,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.894776,-2.013246,0.223694,242.1,6.7,3.5,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,259.83809985025,161.29593692,6,P-GPS,,2020-09-29 14:00:38,79.1986528343562
846,127289,2020-09-29 12:00:38,51.524326623372204,5.87260142219578,160.84974268,151.89304948,91.371394,259.39190561025003,0,21.5249998888,3623.0316119999998,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.013246,0.223694,243.8,7.3,1.0,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,259.39190561025003,160.84974268,6,P-GPS,,2020-09-29 14:00:38,79.06265283000421
847,127495,2020-09-29 12:00:38,51.524326623372204,5.87260142219578,160.40682928,151.45013608,91.371394,258.94899221025,0,21.993549341199998,3623.0316119999998,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.013246,0.223694,244.2,8.2,-1.6,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,258.94899221025,160.40682928,6,P-GPS,,2020-09-29 14:00:38,78.9276528256842
852,128298,2020-09-29 12:00:39,51.5242984252715,5.87246816761672,158.97638304,149.52756384,91.86352,257.51854597025,0,21.8215957634,3591.5027395999996,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.013246,0.223694,249.2,7.5,-5.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,257.51854597025,158.97638304,6,P-GPS,,2020-09-29 14:00:39,78.4916528117322
851,128295,2020-09-29 12:00:39,51.5242984252715,5.87246816761672,159.2355694,149.7867502,91.86352,257.77773233025,0,21.9438445344,3591.5027395999996,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.013246,0.223694,247.9,7.6,-4.3,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,257.77773233025,159.2355694,6,P-GPS,,2020-09-29 14:00:39,78.5706528142602
853,128498,2020-09-29 12:00:39,51.5242984252715,5.87246816761672,158.57283972,149.12402052,91.86352,257.11500265025,0,22.153043163200003,3591.5027395999996,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.447388,-2.23694,0.223694,249.7,7.6,-5.5,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,257.11500265025,158.57283972,6,P-GPS,,2020-09-29 14:00:39,78.36865280779621
849,127895,2020-09-29 12:00:39,51.5242984252715,5.87246816761672,160.12795788,150.67913868,91.86352,258.67012081025,0,21.8480587636,3591.5027395999996,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.013246,0.223694,244.2,8.5,-2.4,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,258.67012081025,160.12795788,6,P-GPS,,2020-09-29 14:00:39,78.84265282296421
848,127695,2020-09-29 12:00:39,51.524326623372204,5.87260142219578,160.12795788,151.17126468,91.371394,258.67012081025,0,21.8480587636,3623.0316119999998,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.013246,0.223694,244.2,8.5,-2.4,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,258.67012081025,160.12795788,6,P-GPS,,2020-09-29 14:00:39,78.84265282296421
850,128097,2020-09-29 12:00:39,51.5242984252715,5.87246816761672,159.2355694,149.7867502,91.86352,257.77773233025,0,21.9438445344,3591.5027395999996,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.013246,0.223694,247.9,7.6,-4.3,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,257.77773233025,159.2355694,6,P-GPS,,2020-09-29 14:00:39,78.5706528142602
854,128704,2020-09-29 12:00:40,51.5242984252715,5.87246816761672,157.73294468,148.28412548,91.86352,256.27510761025,0,22.58302777,3591.5027395999996,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.223694,250.4,8.2,-7.7,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,256.27510761025,157.73294468,6,P-GPS,,2020-09-29 14:00:40,78.1126527996042
855,128903,2020-09-29 12:00:40,51.5242755026504,5.872328353901781,157.73294468,148.28412548,91.86352,256.27510761025,0,22.58302777,3559.547358,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.223694,250.4,8.2,-7.7,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,256.27510761025,157.73294468,6,P-GPS,,2020-09-29 14:00:40,78.1126527996042
856,129103,2020-09-29 12:00:40,51.5242755026504,5.872328353901781,156.96522812,147.51640892,91.86352,255.50739105025002,0,22.56960613,3559.547358,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.223694,250.8,8.1,-4.2,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,255.50739105025002,156.96522812,6,P-GPS,,2020-09-29 14:00:40,77.87865279211621
857,129307,2020-09-29 12:00:40,51.5242755026504,5.872328353901781,156.47310212,147.02428292,91.86352,255.01526505025,0,22.915884442,3559.547358,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.223694,250.4,8.6,-6.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,255.01526505025,156.47310212,6,P-GPS,,2020-09-29 14:00:40,77.72865278731621
858,129354,2020-09-29 12:00:40,51.5242755026504,5.872328353901781,156.47310212,147.02428292,91.86352,255.01526505025,0,22.915884442,3559.547358,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.223694,250.4,8.6,-6.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,255.01526505025,156.47310212,6,P-GPS,,2020-09-29 14:00:40,77.72865278731621
865,130415,2020-09-29 12:00:41,51.5242510296625,5.87218445836061,155.84318084,146.26312804,91.9947536,254.38534377025002,0,23.523213652,3526.5092992,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.0,253.3,8.7,-7.4,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,254.38534377025002,155.84318084,6,P-GPS,,2020-09-29 14:00:41,77.53665278117221
864,130313,2020-09-29 12:00:41,51.5242510296625,5.87218445836061,155.84318084,146.26312804,91.9947536,254.38534377025002,0,23.523213652,3526.5092992,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.0,253.3,8.7,-7.4,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,254.38534377025002,155.84318084,6,P-GPS,,2020-09-29 14:00:41,77.53665278117221
863,130112,2020-09-29 12:00:41,51.5242510296625,5.87218445836061,155.71850892,146.13845612,91.9947536,254.26067185025002,0,23.449170938,3526.5092992,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.0,253.1,9.6,-6.3,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,254.26067185025002,155.71850892,6,P-GPS,,2020-09-29 14:00:41,77.49865277995622
859,129507,2020-09-29 12:00:41,51.5242755026504,5.872328353901781,156.29593676,146.84711756,91.86352,254.83809969025,0,23.049653454,3559.547358,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.223694,250.7,9.2,-5.0,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,254.83809969025,156.29593676,6,P-GPS,,2020-09-29 14:00:41,77.67465278558821
861,129912,2020-09-29 12:00:41,51.5242510296625,5.87218445836061,156.14829896,146.56824616,91.9947536,254.69046189025002,0,22.893515041999997,3526.5092992,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.0,251.7,10.1,-5.0,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,254.69046189025002,156.14829896,6,P-GPS,,2020-09-29 14:00:41,77.6296527841482
860,129708,2020-09-29 12:00:41,51.5242755026504,5.872328353901781,156.14829896,146.69947976,91.86352,254.69046189025002,0,22.893515041999997,3559.547358,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.0,251.7,10.1,-5.0,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,254.69046189025002,156.14829896,6,P-GPS,,2020-09-29 14:00:41,77.6296527841482
862,129913,2020-09-29 12:00:41,51.5242510296625,5.87218445836061,156.14829896,146.56824616,91.9947536,254.69046189025002,0,22.893515041999997,3526.5092992,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.0,251.7,10.1,-5.0,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,254.69046189025002,156.14829896,6,P-GPS,,2020-09-29 14:00:41,77.6296527841482
870,131323,2020-09-29 12:00:42,51.5242246272914,5.872037585029889,154.73097608,144.82283928,92.3228376,253.27313901025002,0,24.151570098,3492.5854136,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.223694,251.9,8.9,-6.2,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,253.27313901025002,154.73097608,6,P-GPS,,2020-09-29 14:00:42,77.19765277032421
869,131123,2020-09-29 12:00:42,51.5242246272914,5.872037585029889,154.67848264,144.77034584,92.3228376,253.22064557025,0,23.755855412,3492.5854136,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.223694,252.0,8.7,-6.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,253.22064557025,154.67848264,6,P-GPS,,2020-09-29 14:00:42,77.1816527698122
871,131474,2020-09-29 12:00:42,51.5242246272914,5.872037585029889,154.73097608,144.82283928,92.3228376,253.27313901025002,0,24.151570098,3492.5854136,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.223694,251.9,8.9,-6.2,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,253.27313901025002,154.73097608,6,P-GPS,,2020-09-29 14:00:42,77.19765277032421
867,130717,2020-09-29 12:00:42,51.5242510296625,5.87218445836061,155.40682912,145.82677632,91.9947536,253.94899205025,0,23.607993678000003,3526.5092992,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.0,252.8,8.6,-6.5,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,253.94899205025,155.40682912,6,P-GPS,,2020-09-29 14:00:42,77.4036527769162
868,130918,2020-09-29 12:00:42,51.5242246272914,5.872037585029889,155.40682912,145.49869232,92.3228376,253.94899205025,0,23.607993678000003,3492.5854136,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.0,252.8,8.6,-6.5,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,253.94899205025,155.40682912,6,P-GPS,,2020-09-29 14:00:42,77.4036527769162
866,130517,2020-09-29 12:00:42,51.5242510296625,5.87218445836061,155.77100236,146.19094956,91.9947536,254.31316529025003,0,23.465053211999997,3526.5092992,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.0,253.0,9.0,-6.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,254.31316529025003,155.77100236,6,P-GPS,,2020-09-29 14:00:42,77.51465278046821
872,131523,2020-09-29 12:00:43,51.5242246272914,5.872037585029889,154.23228840000002,144.3241516,92.3228376,252.77445133025,0,24.441701216,3492.5854136,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.223694,252.3,8.6,-6.4,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,252.77445133025,154.23228840000002,6,P-GPS,,2020-09-29 14:00:43,77.0456527654602
873,131723,2020-09-29 12:00:43,51.5242246272914,5.872037585029889,153.9370128,144.028876,92.3228376,252.47917573025,0,24.264982956,3492.5854136,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.223694,252.1,8.3,-6.3,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,252.47917573025,153.9370128,6,P-GPS,,2020-09-29 14:00:43,76.9556527625802
874,131924,2020-09-29 12:00:43,51.5241946412532,5.87188816040582,153.9370128,144.1601096,92.191604,252.47917573025,0,24.264982956,3457.5460424000003,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.223694,252.1,8.3,-6.3,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,252.47917573025,153.9370128,6,P-GPS,,2020-09-29 14:00:43,76.9556527625802
875,132124,2020-09-29 12:00:43,51.5241946412532,5.87188816040582,154.1666716,144.3897684,92.191604,252.70883453025002,0,24.263640791999997,3457.5460424000003,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.0,249.4,9.1,-7.2,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,252.70883453025002,154.1666716,6,P-GPS,,2020-09-29 14:00:43,77.02565276482021
876,132326,2020-09-29 12:00:43,51.5241946412532,5.87188816040582,154.37008368,144.59318048,92.191604,252.91224661025,0,24.211296395999998,3457.5460424000003,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.671082,-2.23694,0.0,249.3,9.4,-9.5,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,252.91224661025,154.37008368,6,P-GPS,,2020-09-29 14:00:43,77.08765276680421
878,132531,2020-09-29 12:00:44,51.5241946412532,5.87188816040582,154.609585,144.83268180000002,92.191604,253.15174793025002,0,24.436556254,3457.5460424000003,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.894776,-2.23694,0.0,250.4,10.2,-7.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,253.15174793025002,154.609585,6,P-GPS,,2020-09-29 14:00:44,77.16065276914021
879,132728,2020-09-29 12:00:44,51.5241946412532,5.87188816040582,154.70144852,144.92454532,92.191604,253.24361145025003,0,23.820726672,3457.5460424000003,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.894776,-2.23694,-0.223694,251.7,9.2,-6.9,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,253.24361145025003,154.70144852,6,P-GPS,,2020-09-29 14:00:44,77.18865277003621
880,132928,2020-09-29 12:00:44,51.524162301508895,5.87174291990018,154.70144852,145.25262932,91.86352,253.24361145025003,0,23.820726672,3422.9331804,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.894776,-2.23694,-0.223694,251.7,9.2,-6.9,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,253.24361145025003,154.70144852,6,P-GPS,,2020-09-29 14:00:44,77.18865277003621
881,133128,2020-09-29 12:00:44,51.524162301508895,5.87174291990018,155.38386324,145.93504404,91.86352,253.92602617025003,0,22.82685423,3422.9331804,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.894776,-2.013246,-0.223694,251.8,8.0,-6.8,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,253.92602617025003,155.38386324,6,P-GPS,,2020-09-29 14:00:44,77.3966527766922
882,133336,2020-09-29 12:00:44,51.524162301508895,5.87174291990018,155.53478188,146.08596268,91.86352,254.07694481025,0,22.57855389,3422.9331804,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.894776,-2.013246,0.0,251.5,7.2,-7.2,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,254.07694481025,155.53478188,6,P-GPS,,2020-09-29 14:00:44,77.4426527781642
877,132526,2020-09-29 12:00:44,51.5241946412532,5.87188816040582,154.609585,144.83268180000002,92.191604,253.15174793025002,0,24.436556254,3457.5460424000003,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.894776,-2.23694,0.0,250.4,10.2,-7.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,253.15174793025002,154.609585,6,P-GPS,,2020-09-29 14:00:44,77.16065276914021
889,134336,2020-09-29 12:00:45,51.524127035644796,5.87161121710078,155.52165852,145.51509652,92.42126280000001,254.06382145025,0,22.388861378,3390.5184811999998,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.894776,-2.013246,0.0,250.2,5.2,-5.2,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,254.06382145025,155.52165852,6,P-GPS,,2020-09-29 14:00:45,77.4386527780362
887,133937,2020-09-29 12:00:45,51.524127035644796,5.87161121710078,155.88255092,145.87598892,92.42126280000001,254.42471385025001,0,22.1450125486,3390.5184811999998,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.894776,-2.013246,0.0,249.6,5.6,-7.0,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,254.42471385025001,155.88255092,6,P-GPS,,2020-09-29 14:00:45,77.54865278155621
888,134136,2020-09-29 12:00:45,51.524127035644796,5.87161121710078,155.77756404,145.77100204,92.42126280000001,254.31972697025,0,22.3399618696,3390.5184811999998,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.894776,-2.013246,0.0,249.2,5.7,-5.0,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,254.31972697025,155.77756404,6,P-GPS,,2020-09-29 14:00:45,77.5166527805322
886,133936,2020-09-29 12:00:45,51.524127035644796,5.87161121710078,155.88255092,145.87598892,92.42126280000001,254.42471385025001,0,22.1450125486,3390.5184811999998,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.894776,-2.013246,0.0,249.6,5.6,-7.0,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,254.42471385025001,155.88255092,6,P-GPS,,2020-09-29 14:00:45,77.54865278155621
884,133590,2020-09-29 12:00:45,51.524162301508895,5.87174291990018,155.89239344,146.44357424,91.86352,254.43455637025002,0,22.443666408000002,3422.9331804,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.894776,-2.013246,0.0,250.8,6.8,-7.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,254.43455637025002,155.89239344,6,P-GPS,,2020-09-29 14:00:45,77.55165278165221
883,133534,2020-09-29 12:00:45,51.524162301508895,5.87174291990018,155.89239344,146.44357424,91.86352,254.43455637025002,0,22.443666408000002,3422.9331804,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.894776,-2.013246,0.0,250.8,6.8,-7.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,254.43455637025002,155.89239344,6,P-GPS,,2020-09-29 14:00:45,77.55165278165221
885,133736,2020-09-29 12:00:45,51.524162301508895,5.87174291990018,155.88255092,146.43373172,91.86352,254.42471385025001,0,22.1450125486,3422.9331804,16,0,0,275.31382213025,176.7716592,35.248805744,3788.5171816,-0.894776,-2.013246,0.0,249.6,5.6,-7.0,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,254.42471385025001,155.88255092,6,P-GPS,,2020-09-29 14:00:45,77.54865278155621
